heure_debut,prix,line_up,nb_place_dispo,volontaires,cause_soutien,espace_exterieur,enfants
19:28,638.79,arcu sed augue aliquam erat volutpat in congue etiam justo,711,true,penatibus et magnis dis parturient montes nascetur ridiculus,false,true
18:05,304.47,at nulla suspendisse potenti cras in purus eu,2337,true,quis orci eget orci vehicula,true,false
18:12,432.03,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,1551,true,nisl ut volutpat sapien arcu sed,true,false
20:21,998.34,hac habitasse platea dictumst morbi,2842,false,a pede posuere nonummy integer non velit donec diam,true,false
19:27,275.9,vel accumsan tellus nisi eu orci,5395,true,viverra diam vitae quam suspendisse potenti nullam porttitor,true,false
20:50,893.41,aliquet ultrices erat tortor sollicitudin,1106,false,parturient montes nascetur ridiculus mus,false,true
20:32,325.51,sapien in sapien iaculis congue vivamus metus,3828,false,libero quis orci nullam molestie nibh in,false,true
18:46,778.28,molestie lorem quisque ut erat,695,false,in lacus curabitur at ipsum ac tellus semper,false,false
20:14,248.18,libero quis orci nullam molestie nibh in,4073,true,semper interdum mauris ullamcorper purus sit,true,false
20:22,510.69,suspendisse potenti in eleifend quam,3572,false,justo lacinia eget tincidunt eget tempus,false,true
19:09,334.53,sapien non mi integer ac neque duis,5126,true,eu interdum eu tincidunt in leo,true,true
18:18,105.79,pretium iaculis justo in hac habitasse platea,3519,true,eros elementum pellentesque quisque porta volutpat erat quisque,true,false
19:53,705.45,adipiscing lorem vitae mattis nibh ligula nec sem,7886,false,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,false,true
20:44,728.06,amet turpis elementum ligula vehicula,9913,false,pellentesque quisque porta volutpat erat quisque,false,true
19:33,503.08,non sodales sed tincidunt eu felis fusce posuere felis sed,5152,true,luctus tincidunt nulla mollis molestie lorem quisque,false,false
19:40,660.17,et ultrices posuere cubilia curae duis faucibus accumsan,7487,false,habitasse platea dictumst maecenas ut massa,true,true
19:56,502.19,potenti in eleifend quam a odio in hac habitasse platea,7328,false,condimentum neque sapien placerat ante,false,false
19:37,520.2,neque aenean auctor gravida sem praesent id massa,7997,false,ipsum primis in faucibus orci,false,true
18:28,461.14,quam pharetra magna ac consequat metus sapien,6188,false,urna pretium nisl ut volutpat sapien,false,true
18:35,525.03,vestibulum eget vulputate ut ultrices vel augue vestibulum,2252,false,amet cursus id turpis integer aliquet massa id lobortis,false,true
19:56,943.69,phasellus in felis donec semper sapien a libero,568,true,suscipit a feugiat et eros,false,false
20:54,142.69,turpis enim blandit mi in porttitor pede justo eu massa,2045,true,nisi at nibh in hac habitasse platea dictumst aliquam,false,false
20:13,657.38,nullam porttitor lacus at turpis donec posuere,4329,false,vivamus tortor duis mattis egestas metus aenean fermentum donec,false,true
19:43,538.1,ultrices libero non mattis pulvinar nulla pede ullamcorper augue,6260,false,suscipit nulla elit ac nulla sed vel enim sit amet,true,true
20:11,606.09,posuere felis sed lacus morbi sem mauris,9972,true,nulla dapibus dolor vel est donec odio justo sollicitudin ut,false,true
20:55,524.36,sed tincidunt eu felis fusce posuere,8417,false,id pretium iaculis diam erat fermentum justo nec condimentum neque,false,true
19:03,133.45,ipsum aliquam non mauris morbi non lectus aliquam sit,7532,true,eget rutrum at lorem integer tincidunt,true,false
20:39,747.69,nisi eu orci mauris lacinia sapien,3856,true,sapien ut nunc vestibulum ante ipsum,true,false
20:59,258.52,donec pharetra magna vestibulum aliquet ultrices erat tortor,1553,true,sit amet diam in magna bibendum imperdiet,false,true
20:24,876.08,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,4021,true,mauris eget massa tempor convallis nulla neque,false,true
18:52,433.61,venenatis turpis enim blandit mi in,781,true,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,false,false
19:10,429.72,posuere metus vitae ipsum aliquam non mauris morbi non,2735,true,orci luctus et ultrices posuere cubilia curae mauris,true,false
18:47,807.59,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,4301,false,sollicitudin ut suscipit a feugiat et eros vestibulum,false,true
20:22,409.76,lectus pellentesque eget nunc donec quis orci eget orci vehicula,2508,false,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,true,true
19:04,711.84,amet diam in magna bibendum,891,false,ultrices erat tortor sollicitudin mi sit amet,false,true
19:49,582.15,volutpat in congue etiam justo etiam pretium,6815,true,in eleifend quam a odio,true,true
20:38,210.65,nulla sed accumsan felis ut at dolor quis odio,3135,true,at ipsum ac tellus semper interdum mauris ullamcorper,false,true
18:56,450.76,mi sit amet lobortis sapien sapien non mi,517,true,tellus nulla ut erat id mauris vulputate elementum nullam varius,false,false
20:40,811.94,curabitur at ipsum ac tellus semper,1305,false,erat vestibulum sed magna at nunc commodo placerat,true,true
18:18,826.6,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2919,true,vivamus vestibulum sagittis sapien cum,true,true
19:37,104.2,primis in faucibus orci luctus,1213,false,primis in faucibus orci luctus et ultrices,true,true
20:50,855.16,etiam pretium iaculis justo in,1699,false,amet nulla quisque arcu libero rutrum ac lobortis vel,false,true
20:32,933.79,ut dolor morbi vel lectus in quam fringilla,8258,true,sit amet nunc viverra dapibus nulla suscipit ligula,false,true
18:10,662.01,iaculis congue vivamus metus arcu,2088,false,mattis odio donec vitae nisi nam ultrices libero non,false,false
20:00,791.39,aenean auctor gravida sem praesent id,4959,false,integer aliquet massa id lobortis convallis tortor risus,true,true
20:36,425.05,pretium quis lectus suspendisse potenti in eleifend,7057,false,egestas metus aenean fermentum donec ut,false,true
20:03,127.33,porta volutpat erat quisque erat eros viverra,5634,true,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,false,true
20:03,559.01,porttitor lorem id ligula suspendisse,4305,false,nisi volutpat eleifend donec ut,true,true
20:33,338.85,morbi odio odio elementum eu interdum eu tincidunt in leo,6925,false,posuere nonummy integer non velit donec diam,true,false
19:57,415.02,libero quis orci nullam molestie nibh in lectus pellentesque,9234,false,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,true,false
18:02,362.61,orci luctus et ultrices posuere cubilia curae duis faucibus,9369,true,auctor sed tristique in tempus sit amet sem fusce consequat,true,true
20:02,320.71,mauris laoreet ut rhoncus aliquet,7999,false,ut volutpat sapien arcu sed augue aliquam erat volutpat in,true,true
20:36,415.34,duis consequat dui nec nisi volutpat eleifend donec ut dolor,670,true,amet sem fusce consequat nulla nisl nunc,false,false
19:36,642.49,velit nec nisi vulputate nonummy maecenas tincidunt lacus at,7546,true,nisl venenatis lacinia aenean sit amet justo morbi ut odio,true,true
19:03,332.31,non mauris morbi non lectus,5191,false,mus vivamus vestibulum sagittis sapien cum sociis natoque,false,false
19:24,457.21,convallis eget eleifend luctus ultricies eu nibh quisque,3417,true,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,false,false
20:29,310.29,suspendisse potenti cras in purus eu magna vulputate luctus cum,844,true,faucibus orci luctus et ultrices,false,false
20:00,244.37,duis mattis egestas metus aenean fermentum donec ut mauris eget,1522,false,nibh fusce lacus purus aliquet at,true,true
19:11,643.58,dui vel nisl duis ac nibh fusce lacus purus aliquet,8566,false,sit amet consectetuer adipiscing elit proin interdum,false,false
20:24,847.04,suscipit ligula in lacus curabitur at ipsum,4744,false,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,true,true
20:51,831.65,vestibulum ac est lacinia nisi venenatis tristique,6312,true,nulla quisque arcu libero rutrum ac lobortis,true,true
19:49,518.08,faucibus orci luctus et ultrices posuere cubilia curae duis,7735,true,id sapien in sapien iaculis congue vivamus metus,false,false
19:56,599.95,erat nulla tempus vivamus in felis,9570,false,dictumst maecenas ut massa quis augue,false,false
19:34,592.81,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,5734,false,pellentesque ultrices mattis odio donec,false,false
19:44,577.71,ut dolor morbi vel lectus in quam fringilla rhoncus,8802,true,ipsum praesent blandit lacinia erat vestibulum,true,true
19:20,343.88,placerat ante nulla justo aliquam quis turpis eget,2531,false,quam fringilla rhoncus mauris enim leo,false,false
19:19,594.85,lacinia nisi venenatis tristique fusce,6966,true,at diam nam tristique tortor eu,false,true
19:25,916.7,nec condimentum neque sapien placerat ante nulla justo aliquam,9730,true,ut nulla sed accumsan felis,false,true
19:41,599.29,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2301,false,nunc commodo placerat praesent blandit nam,true,true
18:54,127.02,ac tellus semper interdum mauris ullamcorper purus sit,9168,false,accumsan felis ut at dolor quis odio consequat varius integer,true,false
19:00,728.64,in leo maecenas pulvinar lobortis est phasellus sit amet,5705,false,quam pede lobortis ligula sit amet eleifend,false,false
18:44,970.32,nisi volutpat eleifend donec ut,7811,false,potenti nullam porttitor lacus at turpis donec posuere metus,false,true
20:36,439.48,id ornare imperdiet sapien urna pretium nisl ut,750,true,blandit non interdum in ante vestibulum ante ipsum primis in,false,false
19:09,641.55,tempus sit amet sem fusce consequat nulla nisl nunc nisl,1998,true,justo nec condimentum neque sapien placerat ante,true,false
18:58,843.55,at turpis a pede posuere nonummy,8213,false,rhoncus mauris enim leo rhoncus sed vestibulum sit,true,true
20:49,568.68,nulla suspendisse potenti cras in purus,3666,false,nunc vestibulum ante ipsum primis in faucibus orci luctus,false,true
19:59,505.79,nullam sit amet turpis elementum,5184,false,erat id mauris vulputate elementum nullam varius nulla facilisi,true,true
19:30,756.76,nonummy integer non velit donec diam neque vestibulum eget vulputate,3483,false,duis bibendum morbi non quam nec dui luctus rutrum nulla,false,false
19:11,129.84,fermentum donec ut mauris eget massa,7461,false,ipsum dolor sit amet consectetuer adipiscing,false,false
19:29,867.25,etiam justo etiam pretium iaculis justo in hac,9761,true,lectus suspendisse potenti in eleifend quam,true,false
18:00,345.59,libero nullam sit amet turpis elementum ligula,9703,false,non interdum in ante vestibulum ante,false,false
20:50,947.33,placerat praesent blandit nam nulla,8941,false,vel accumsan tellus nisi eu,false,true
18:56,943.78,ultricies eu nibh quisque id justo sit amet,7920,true,libero non mattis pulvinar nulla pede,true,true
20:01,498.13,tortor duis mattis egestas metus aenean fermentum donec ut mauris,4599,false,maecenas tristique est et tempus semper est quam pharetra,true,false
19:08,785.62,at nulla suspendisse potenti cras in purus eu,4813,true,dapibus duis at velit eu est congue elementum in hac,true,true
18:31,313.86,in quam fringilla rhoncus mauris enim leo,3310,false,praesent blandit lacinia erat vestibulum sed magna at,false,false
18:41,621.83,phasellus in felis donec semper sapien,1447,false,diam id ornare imperdiet sapien,false,true
19:12,693.96,pulvinar lobortis est phasellus sit amet erat nulla tempus,1347,true,fusce posuere felis sed lacus morbi sem mauris laoreet,false,true
20:25,911.92,faucibus orci luctus et ultrices posuere cubilia,9544,true,vel lectus in quam fringilla rhoncus,false,true
20:53,697.09,vestibulum sagittis sapien cum sociis,7029,true,ultrices enim lorem ipsum dolor sit,true,true
18:27,940.88,eget semper rutrum nulla nunc purus phasellus in felis,7328,true,in eleifend quam a odio,true,false
18:05,171.31,semper sapien a libero nam dui proin leo odio porttitor,8994,false,etiam justo etiam pretium iaculis,false,false
18:48,491.4,praesent lectus vestibulum quam sapien,4141,true,molestie nibh in lectus pellentesque,false,true
20:18,878.51,ullamcorper purus sit amet nulla quisque arcu libero,5673,true,nam congue risus semper porta volutpat quam,false,false
20:40,364.01,iaculis justo in hac habitasse platea,3981,false,in est risus auctor sed tristique in tempus sit amet,true,false
18:00,298.55,dui vel nisl duis ac nibh fusce lacus,2107,false,sapien placerat ante nulla justo aliquam quis,false,true
20:37,629.83,habitasse platea dictumst maecenas ut,7015,true,iaculis justo in hac habitasse platea dictumst,true,true
18:18,370.77,ultricies eu nibh quisque id justo sit amet,7682,false,convallis morbi odio odio elementum,true,false
20:16,620.75,nullam varius nulla facilisi cras non velit,8073,false,purus sit amet nulla quisque arcu libero rutrum ac lobortis,true,false
20:28,191.52,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,8381,true,malesuada in imperdiet et commodo vulputate justo in blandit ultrices,false,true
19:33,482.98,augue aliquam erat volutpat in,512,true,venenatis turpis enim blandit mi,true,true
20:27,128.21,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,3298,false,nec dui luctus rutrum nulla tellus in,true,true
19:46,341.13,auctor sed tristique in tempus sit,2952,true,quis turpis sed ante vivamus tortor duis,true,true
19:37,694.12,vel nulla eget eros elementum pellentesque quisque porta,8555,true,habitasse platea dictumst morbi vestibulum velit id pretium iaculis,false,false
18:12,199.53,consequat dui nec nisi volutpat eleifend donec ut dolor morbi,9360,false,iaculis diam erat fermentum justo,false,true
19:59,943.21,aliquet maecenas leo odio condimentum,2857,false,nulla sed vel enim sit amet nunc viverra dapibus nulla,true,true
20:35,535.02,in est risus auctor sed,5520,true,sit amet eros suspendisse accumsan tortor,true,true
19:23,945.21,dolor sit amet consectetuer adipiscing elit proin interdum,9812,true,vulputate ut ultrices vel augue vestibulum ante ipsum primis in,false,false
20:50,634.38,quam fringilla rhoncus mauris enim leo rhoncus,1225,false,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,false,false
20:59,451.01,ut nunc vestibulum ante ipsum primis in faucibus orci luctus,7108,false,dapibus dolor vel est donec,false,true
19:08,673.63,rhoncus mauris enim leo rhoncus sed,8288,true,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,true,false
19:59,473.43,tempus vel pede morbi porttitor lorem id,3548,true,neque aenean auctor gravida sem praesent,true,false
19:09,656.34,ipsum ac tellus semper interdum mauris ullamcorper purus sit,4309,true,ut massa quis augue luctus tincidunt,true,true
19:35,220.67,volutpat eleifend donec ut dolor morbi vel lectus in quam,7162,false,eu orci mauris lacinia sapien,true,false
20:47,306.09,mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2419,false,lacinia aenean sit amet justo morbi,false,false
19:39,378.66,et commodo vulputate justo in blandit,664,false,luctus rutrum nulla tellus in,true,true
20:44,405.71,proin at turpis a pede posuere,2139,true,sapien quis libero nullam sit amet,true,false
18:25,930.03,vivamus vestibulum sagittis sapien cum sociis natoque penatibus,8461,true,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,false,true
18:07,305.01,nisl duis bibendum felis sed interdum venenatis,3730,true,accumsan tortor quis turpis sed ante vivamus tortor duis,true,true
20:00,864.62,at nunc commodo placerat praesent blandit nam nulla integer pede,6208,false,habitasse platea dictumst morbi vestibulum,true,true
18:09,779.96,rutrum ac lobortis vel dapibus at diam,5559,true,nunc proin at turpis a pede posuere,true,false
20:43,812.5,dolor sit amet consectetuer adipiscing elit proin,831,false,turpis adipiscing lorem vitae mattis nibh ligula nec,true,true
19:38,674.72,odio in hac habitasse platea dictumst maecenas,929,true,morbi quis tortor id nulla ultrices aliquet maecenas,false,false
18:52,661.57,nisl aenean lectus pellentesque eget nunc donec quis orci eget,6329,true,dui vel sem sed sagittis,true,true
20:14,134.23,eleifend quam a odio in hac habitasse,1863,true,nibh in quis justo maecenas rhoncus aliquam lacus morbi,false,true
18:29,628.17,varius nulla facilisi cras non velit,9902,false,faucibus orci luctus et ultrices posuere cubilia curae,false,false
20:59,224.7,lorem integer tincidunt ante vel ipsum praesent blandit lacinia,4716,true,imperdiet sapien urna pretium nisl,true,false
20:33,679.61,convallis nulla neque libero convallis,8041,true,ante vestibulum ante ipsum primis,false,false
20:48,437.97,libero ut massa volutpat convallis,5407,true,lobortis vel dapibus at diam nam,false,false
20:36,234.81,eleifend donec ut dolor morbi,2782,false,eros vestibulum ac est lacinia nisi,false,false
18:30,985.86,ullamcorper augue a suscipit nulla elit ac nulla,7250,true,praesent id massa id nisl venenatis lacinia,true,false
19:01,123.44,sagittis dui vel nisl duis ac nibh fusce lacus purus,8574,false,faucibus orci luctus et ultrices posuere,false,true
20:37,347.47,scelerisque mauris sit amet eros suspendisse accumsan,8646,false,consectetuer adipiscing elit proin interdum mauris,false,true
20:52,975.75,amet erat nulla tempus vivamus in felis eu sapien,5222,true,vel lectus in quam fringilla rhoncus mauris enim,false,true
18:05,136.32,neque duis bibendum morbi non,1726,false,mauris eget massa tempor convallis nulla neque,false,false
19:12,907.21,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,9788,false,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,true,false
18:44,999.96,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,897,true,morbi non quam nec dui luctus rutrum nulla tellus,true,false
19:12,517.33,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,6336,true,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,false,false
19:35,149.25,consequat lectus in est risus auctor sed,1004,true,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,false,true
20:33,979.88,cum sociis natoque penatibus et magnis dis,3668,true,viverra pede ac diam cras pellentesque volutpat dui,true,false
19:33,814.62,dolor sit amet consectetuer adipiscing elit,8643,false,pulvinar nulla pede ullamcorper augue a suscipit,true,true
20:40,429.71,luctus cum sociis natoque penatibus et,7947,false,convallis nunc proin at turpis a pede posuere,false,false
18:27,734.85,duis aliquam convallis nunc proin at turpis a pede,8817,true,nulla suscipit ligula in lacus curabitur at ipsum ac tellus,false,true
18:53,133.95,ultricies eu nibh quisque id justo sit,4814,true,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,false,true
18:35,527.2,vel nisl duis ac nibh fusce lacus,9064,true,posuere cubilia curae duis faucibus accumsan odio curabitur convallis,true,true
20:37,174.48,sit amet nunc viverra dapibus nulla,6601,false,pede morbi porttitor lorem id ligula,true,true
20:43,843.69,convallis nunc proin at turpis,5836,true,vulputate luctus cum sociis natoque penatibus,false,false
20:31,102.77,eu magna vulputate luctus cum sociis natoque penatibus et,1023,true,lacinia erat vestibulum sed magna,true,false
18:25,523.56,erat vestibulum sed magna at nunc commodo placerat praesent,3989,false,purus phasellus in felis donec semper sapien a,false,true
18:04,491.77,maecenas tincidunt lacus at velit vivamus,3803,false,vulputate elementum nullam varius nulla,true,true
19:29,387.79,in tempor turpis nec euismod,3445,true,aenean lectus pellentesque eget nunc donec quis,true,false
19:05,556.41,quis tortor id nulla ultrices aliquet maecenas leo odio,6663,true,convallis nunc proin at turpis a pede posuere,true,false
20:14,204.75,convallis nulla neque libero convallis eget eleifend luctus,9827,true,in faucibus orci luctus et ultrices posuere cubilia curae,true,false
20:45,988.87,dapibus dolor vel est donec odio,2811,true,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,true,false
19:59,405.79,tortor risus dapibus augue vel accumsan tellus nisi,4887,true,turpis eget elit sodales scelerisque,false,false
20:18,477.69,luctus tincidunt nulla mollis molestie lorem quisque,1649,false,primis in faucibus orci luctus et ultrices,false,true
19:02,813.3,sollicitudin mi sit amet lobortis sapien sapien,5543,false,ut nunc vestibulum ante ipsum primis,true,true
19:27,680.23,eleifend pede libero quis orci nullam,1187,true,nisl duis bibendum felis sed interdum venenatis,false,false
19:15,672.96,a odio in hac habitasse,6016,true,aliquet at feugiat non pretium quis lectus suspendisse potenti in,true,false
19:21,742.55,vestibulum ante ipsum primis in faucibus orci luctus,3512,true,tempor convallis nulla neque libero convallis,false,true
19:35,451.61,a pede posuere nonummy integer non,1249,false,viverra dapibus nulla suscipit ligula in lacus,true,true
19:59,838.01,id nulla ultrices aliquet maecenas leo,3383,false,nascetur ridiculus mus etiam vel augue,true,true
18:01,123.64,posuere nonummy integer non velit donec diam neque vestibulum eget,9580,true,aliquam non mauris morbi non lectus aliquam sit,true,false
20:49,198.76,pretium iaculis diam erat fermentum justo nec condimentum neque,5397,false,lectus suspendisse potenti in eleifend,false,false
18:42,214.59,nulla eget eros elementum pellentesque,7353,true,donec quis orci eget orci vehicula condimentum,true,false
18:43,577.9,varius integer ac leo pellentesque,6891,true,at ipsum ac tellus semper interdum mauris ullamcorper purus sit,false,true
20:17,521.41,augue vestibulum rutrum rutrum neque,6728,true,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,false,true
20:27,883.33,neque vestibulum eget vulputate ut,3969,true,in blandit ultrices enim lorem,false,true
20:39,265.73,sapien sapien non mi integer ac neque duis bibendum,6494,false,luctus et ultrices posuere cubilia,false,false
18:58,707.78,imperdiet et commodo vulputate justo in blandit ultrices,4127,false,praesent id massa id nisl venenatis lacinia aenean sit,false,false
18:56,866.08,pretium nisl ut volutpat sapien arcu,7731,false,lacinia erat vestibulum sed magna,false,true
19:42,811.13,nam nulla integer pede justo lacinia eget tincidunt eget,1547,false,felis sed lacus morbi sem mauris,false,false
18:26,170.11,luctus rutrum nulla tellus in sagittis dui,3949,false,suscipit nulla elit ac nulla sed vel enim sit,false,false
18:43,843.75,amet turpis elementum ligula vehicula consequat morbi a ipsum,6430,false,dictumst morbi vestibulum velit id pretium iaculis diam,false,false
19:50,431.54,ut blandit non interdum in,6841,false,semper est quam pharetra magna,false,false
19:25,877.06,nunc purus phasellus in felis donec semper sapien,9721,true,nibh fusce lacus purus aliquet at feugiat non pretium quis,true,true
19:53,309.96,sapien cum sociis natoque penatibus et magnis dis parturient montes,629,false,nascetur ridiculus mus vivamus vestibulum sagittis,true,true
18:23,712.54,cursus id turpis integer aliquet massa,6435,false,pellentesque ultrices mattis odio donec vitae nisi nam,true,true
18:04,559.45,pede justo eu massa donec,9072,false,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,true,false
20:35,273.87,turpis integer aliquet massa id lobortis convallis tortor,9269,false,rutrum nulla tellus in sagittis dui,false,false
20:21,884.46,phasellus in felis donec semper sapien,8847,false,faucibus orci luctus et ultrices,true,true
19:00,411.1,quisque erat eros viverra eget,2551,true,erat fermentum justo nec condimentum neque sapien,false,false
18:51,980.38,eget nunc donec quis orci eget orci vehicula condimentum curabitur,1183,false,proin at turpis a pede,true,true
19:53,943.12,nulla dapibus dolor vel est donec odio justo sollicitudin,2283,true,convallis nulla neque libero convallis eget eleifend luctus ultricies,false,false
18:51,569.0,ut nulla sed accumsan felis ut at dolor,7946,false,platea dictumst maecenas ut massa,true,false
20:30,505.18,felis sed lacus morbi sem mauris laoreet,8943,true,lacus at turpis donec posuere metus vitae ipsum aliquam non,true,true
19:56,269.28,auctor gravida sem praesent id massa id nisl,9636,false,dictumst aliquam augue quam sollicitudin,true,true
19:59,940.39,tellus nulla ut erat id mauris,1753,false,vitae nisi nam ultrices libero,true,true
18:56,406.29,curabitur gravida nisi at nibh in hac habitasse platea,9345,false,euismod scelerisque quam turpis adipiscing lorem vitae mattis,true,false
